 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
12647077;"Cinefórum en tu Biblioteca: Godland";"";"1";"0";"";"";"2025-03-13 00:00:00.0";"2025-03-13 23:59:00.0";"18:00";"Dirigida por Vanskabte Land (2023), 143 minutos.    Sinopsis: a finales del siglo XIX, un joven sacerdote danés llega a Islandia con la misión de construir una iglesia y fotografiar a sus habitantes. Pero cuanto más se interna en aquel implacable paisaje, más se sume en el tormento de la tentación. ( FILMAFFINITY ).    Incripción a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a3b09170a64910VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Elipa (Ciudad Lineal)";"1,6";"CALLE";"NUESTRA SEÑORA DEL VILLAR";"6";"CIUDAD LINEAL";"LA ELIPA";"28017";"444705";"4474959";"40.42342659084215";"-3.651841641389484";"/contenido/actividades/CineActividadesAudiovisuales";""
12645767;"Cineforum Madrid Salud: La lista de los deseos";"";"1";"0";"";"";"2025-04-28 00:00:00.0";"2025-04-28 23:59:00.0";"17:30";"Resumen: La lista de los deseos es una película sobre las ganas de vivir de unas mujeres valientes y luchadoras que emprenden un viaje emocional y físico que les cambiará para siempre. Un viaje donde ríen, lloran y se emocionan a partes iguales, ya que lo importante no es aquello que dejan atrás, sino todo lo que vendrá por delante. Una 'road movie' hacia la esperanza...    Inscripción del 9 al 24 febrero a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c3d977d34564910VgnVCM1000001d4a900aRCRD";"Cineforum Madrid Salud en la Biblioteca Mario Vargas Llosa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fafc977d34564910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12645765;"Cineforum Madrid Salud: Litus";"";"1";"0";"";"";"2025-02-24 00:00:00.0";"2025-02-24 23:59:00.0";"17:30";"Resumen: Un grupo de amigos se reencuentra tras el suicidio de uno de ellos unos meses atrás. Durante la reunión, saldrán a la luz los secretos más íntimos y las tensiones escondidas durante años.     Inscripción del 9 al 24 de febrero a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b21d977d34564910VgnVCM1000001d4a900aRCRD";"Cineforum Madrid Salud en la Biblioteca Mario Vargas Llosa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fafc977d34564910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12645766;"Cineforum Madrid Salud: Loreak";"";"1";"0";"";"";"2025-03-24 00:00:00.0";"2025-03-24 23:59:00.0";"17:30";"Resumen: La vida de Ane da un giro cuando semanalmente comienza a recibir de forma anónima un ramo de flores en su casa. Por su parte las vidas de Lourdes y Tere también se ven afectadas por unas misteriosas flores. Un desconocido deposita cada semana un ramo en memoria de alguien que fue importante en sus vidas. Esta es la historia de tres mujeres, tres vidas alteradas por la mera presencia de unas flores.    Inscripción del 3 al 28 de abril a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=772d977d34564910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12643255;"Cinefórum: Las invasiones bárbaras";"";"1";"0";"";"";"2025-01-31 00:00:00.0";"2025-01-31 23:59:00.0";"18:00";"Sobre 'Las invasiones bárbaras': Un hombre con un cáncer avanzado tiene dificultades para aceptar la realidad de su inminente muerte y encontrar un momento de paz antes del final, especialmente porque tiene razones para lamentarse de ciertos aspectos de su pasado. Su hijo -del que se había distanciado-, su ex-mujer, sus ex-amantes y sus viejos amigos irán a reunirse con él para compartir sus últimos momentos. (FILMAFFINITY).   Inscripción del 17 al 31 de enero a través de  formulario electrónico .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3575582a56f54910VgnVCM1000001d4a900aRCRD";"Cinefórum en la Biblioteca Mario Vargas Llosa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f1d058667aa5810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12643690;"Cinefórum: Luna de papel";"";"1";"0";"";"";"2025-04-25 00:00:00.0";"2025-04-25 23:59:00.0";"18:00";"Sobre 'Luna de papel': Estados Unidos, años 30. Durante la época de la Gran Depresión y la Ley Seca, un estafador de poca monta que intenta vender biblias a las viudas, se hace cargo a regañadientes del cuidado de la hija de una antigua amante. La niña no sólo aprende rápidamente todos los trucos del oficio de su protector, sino que incluso le ayuda, en algunas ocasiones, a salir de apuros. Una comedia dramática con excelentes críticas, especialmente en Estados Unidos. (FILMAFFINITY).    Inscripción del 11 al 25 de abril a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=115602b68bf54910VgnVCM2000001f4a900aRCRD";"Cinefórum en la Biblioteca Mario Vargas Llosa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f1d058667aa5810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12643260;"Cinefórum: Sólo el cielo lo sabe";"";"1";"0";"";"";"2025-03-28 00:00:00.0";"2025-03-28 23:59:00.0";"18:00";"Sobre 'Sólo el cielo lo sabe': Una viuda de buena familia inicia un romance con su apuesto jardinero. A pesar de pertenecer a dos mundos completamente diferentes deciden casarse, pero su amor tropieza con el rechazo de los hijos de la mujer y de su círculo social. (FILMAFFINITY).    Inscripción del 14 al 28 de marzo a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7226582a56f54910VgnVCM1000001d4a900aRCRD";"Cinefórum en la Biblioteca Mario Vargas Llosa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f1d058667aa5810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12643258;"Cinefórum: Una cuestión de tiempo";"";"1";"0";"";"";"2025-02-28 00:00:00.0";"2025-02-28 23:59:00.0";"18:00";"*Sobre 'Una cuestión de tiempo': Tim Lake (Domhnall Gleeson) es un joven de 21 años que descubre que puede viajar en el tiempo. Su padre (Bill Nighy) le cuenta que todos los hombres de la familia han tenido desde siempre ese don, el de regresar en el tiempo a un momento determinado, una y otra vez, hasta conseguir hacer 'lo correcto'. Así pues, Tim decide volver al pasado para intentar conquistar a Mary (Rachel McAdams), la chica de sus sueños. (FILMAFFINITY).    Inscripción del 14 al 28 de febrero a través de   formulario electrónico  .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bb5582a56f54910VgnVCM1000001d4a900aRCRD";"Cinefórum en la Biblioteca Mario Vargas Llosa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f1d058667aa5810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CineActividadesAudiovisuales";""
12653969;"CINE- LOS ULTIMOS GOYAS.  'Valentina' (2021) por Chelo Loureiro";"";"1";"0";"";"";"2025-02-01 00:00:00.0";"2025-02-01 23:59:00.0";"18:00";"CINE- LOS ULTIMOS GOYAS.  'Valentina' (2021) por Chelo Loureiro  Valentina sueña con ser trapecista y cree que por ser Down no podrá conseguirlo, pero su abuela, compañera de juegos, aprendizajes y canciones, le asegura que, si las orugas consiguen convertirse en mariposas, nada es imposible. Y que nunca debemos perder la ilusión ni las ganas de aprender, las mismas que ella pone, aún a su edad, en su afán de convertirse en directora de orquesta.  Edad recomendada: A pta para todos los públicos y distintivo especialmente recomendada para la infancia    Duración: 70 minutos .";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=982d867fe0294910VgnVCM2000001f4a900aRCRD";"Auditorio Carmen Laforet. Programación diciembre 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1059ef619aca2910VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fca22248514ae210VgnVCM1000000b205a0aRCRD";"Auditorio Carmen Laforet (Ciudad Lineal)";"1";"CALLE";"JAZMIN";"46";"CIUDAD LINEAL";"COSTILLARES";"28033";"443573";"4481211";"40.47967249471556";"-3.6657243894913565";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños,/usuario/Familias"
12671341;"Círculo de ciudadanos.";"";"1";"0";"";"";"2025-02-11 00:00:00.0";"2025-02-11 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba197bfae6da4910VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/ConferenciasColoquios";""
12513973;"Claire Rousay + Bianca Scout";"16 euros";"0";"0";"";"";"2025-02-07 00:00:00.0";"2025-02-07 23:59:00.0";"20:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=235602a2fa0e1910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439723";"4475438";"40.42739911262292";"-3.710589286287491";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
12647724;"Cleopatra";"";"1";"0";"";"";"2025-02-16 00:00:00.0";"2025-02-16 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da3023f7c8e64910VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"/contenido/actividades/DanzaBaile";""
12625174;"Club de Escritura";"";"1";"1";"X";"";"2025-01-08 00:00:00.0";"2025-01-29 23:59:00.0";"11:00";"El Club de Escritura propone a los alumnos un programa completo de recursos y técnicas narrativas para escribir relatos breves: los trucos que mejor funcionan, las estrategias más útiles y cómo utilizarlas hábilmente.   Miércoles 8, de 11:00 a 13:00 h. Sesión nº 1: 'Forjando mitos: la creación de universos legendarios'.   Miércoles 15, de 11:00 a 13:00 h. Sesión nº 2: 'Trazando mundos: escritura creativa en literatura fantástica'.   Miércoles 22, de 11:00 a 13:00 h. Sesión nº 3: 'Inventando futuros: escritura creativa en ciencia ficción'.   Miércoles 29, de 11:00 a 13:00 h. Sesión nº 4: 'Lectura en acción: análisis teórico-práctico para comprender el texto'.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1fd065783d9d3910VgnVCM1000001d4a900aRCRD";"Actividades. Centro Cultural Alfredo Kraus (Fuencarral-El Pardo). Noviembre 2024";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a196a399e519c810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7337cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Alfredo Kraus (Fuencarral - El Pardo)";"1";"GLORIETA";"PRADERA DE VAQUERIZAS";"9";"FUENCARRAL-EL PARDO";"MIRASIERRA";"28035";"438848";"4482487";"40.49082275610172";"-3.7216054330053647";"/contenido/actividades/CursosTalleres";""
12534359;"Club de lectura";"Gratuita con inscripción previa.";"0";"1";"M";"";"2024-10-05 00:00:00.0";"2025-02-11 23:59:00.0";"11:30";"El año pasado la actividad proponía un viaje a través del tiempo -desde 1950 a la actualidad-, esta edición el viaje será a través del espacio. Un repaso a la geografía americana a través de su literatura, desde la Tierra de Fuego hasta las Montañas Rocosas. Durante las sesiones, se comentarán las obras seleccionadas previamente, con ayuda de la guía de lectura proporcionada al alumnado. Un profesor de Escuela de Escritores ayudará a descifrar todas las claves de estas lecturas, además de establecer un clima participativo entre los asistentes. Imparte: Roberto Osa. Con el apoyo: Fundación 'la Caixa'. Actividad para mayores de 65 años.  Más información e inscripción";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5765e7da8b822910VgnVCM1000001d4a900aRCRD";"El arte de vivir";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f95e7da8b822910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9eee15d21d5ee310VgnVCM2000000c205a0aRCRD";"Casa del Lector";"3";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"/usuario/Mayores"
12662330;"Club de lectura";"";"1";"1";"X";"5/2/2025;19/2/2025;5/3/2025;19/3/2025;2/4/2025;16/4/2025;23/4/2025;7/5/2025;14/5/2025;28/5/2025;";"2024-09-25 00:00:00.0";"2025-06-04 23:59:00.0";"11:00";"Sin lugar a duda, una de las actividades con más seguidores en las bibliotecas. El club de lectura consiste en formar un grupo de personas que leen al mismo tiempo un libro y, periódicamente, en un día y hora predeterminados se reúnen para comentarlo. La gran aceptación que tienen los clubes de lectura en las bibliotecas se debe a que combinan la lectura personal y la posibilidad de compartir la experiencia con otras personas.  Las reuniones de este club se celebrarán los miércoles alternos, de 11 a 12:30 horas.  Para participar es imprescindible la inscripción previa a través de este enlace.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b66106762794910VgnVCM1000001d4a900aRCRD";"Clubes de lectura";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=821a8bf124ae6810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal San Blas (San Blas-Canillejas)";"1,6";"CALLE";"SAN ROMAN DEL VALLE";"8";"SAN BLAS-CANILLEJAS";"ARCOS";"28037";"447249";"4474586";"40.420231627534996";"-3.6218113860909074";"/contenido/actividades/ClubesLectura";""
12587772;"Club de lectura";"";"1";"1";"L,X";"";"2024-11-04 00:00:00.0";"2025-06-16 23:59:00.0";"12:00";"Sin lugar a duda, una de las actividades con más seguidores en las bibliotecas. El club de lectura consiste en formar un grupo de personas que leen al mismo tiempo un libro y, periódicamente, en un día y hora predeterminados se reúnen para comentarlo. La gran aceptación que tienen los clubes de lectura en las bibliotecas se debe a que combinan la lectura personal y la posibilidad de compartir la experiencia con otras personas.  Las reuniones de este club se celebrarán los lunes alternos, de 12 a 13:30 horas.  Para participar es imprescindible la inscripción previa a través de este enlace.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1b3ae3a19a23910VgnVCM1000001d4a900aRCRD";"Clubes de lectura";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=821a8bf124ae6810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Chata (Carabanchel)";"1,6";"CALLE";"GENERAL RICARDOS";"252";"CARABANCHEL";"VISTA ALEGRE";"28025";"437014";"4470566";"40.38330593504341";"-3.7420633861175796";"/contenido/actividades/ClubesLectura";""
12433403;"Club de lectura";"";"1";"1";"V";"";"2024-09-27 00:00:00.0";"2025-06-13 23:59:00.0";"10:00";"Sin lugar a duda, una de las actividades con más seguidores en las bibliotecas. El club de lectura consiste en formar un grupo de personas que leen al mismo tiempo un libro y, periódicamente, en un día y hora predeterminados se reúnen para comentarlo. La gran aceptación que tienen los clubes de lectura en las bibliotecas se debe a que combinan la lectura personal y la posibilidad de compartir la experiencia con otras personas.  Las reuniones de este club se celebrarán los viernes alternos, de 10 a 11:30 horas.  Para participar es imprescindible la inscripción previa a través de este enlace.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0fd177728c21910VgnVCM2000001f4a900aRCRD";"Clubes de lectura";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=821a8bf124ae6810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11c03d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Vallecas (Puente de Vallecas)";"1,6";"CALLE";"PUERTO DEL MONASTERIO";"1";"PUENTE DE VALLECAS";"SAN DIEGO";"28053";"443517";"4471815";"40.395023959810636";"-3.665554302127492";"/contenido/actividades/ClubesLectura";""
12111259;"Club de lectura de novela gráfica. Premios Nacionales de cómic";"";"0";"1";"M";"1/10/2024;8/10/2024;15/10/2024;22/10/2024;5/11/2024;12/11/2024;19/11/2024;3/12/2024;10/12/2024;24/12/2024;31/12/2024;7/1/2025;14/1/2025;21/1/2025;4/2/2025;11/2/2025;18/2/2025;4/3/2025;11/3/2025;18/3/2025;1/4/2025;8/4/2025;15/4/2025;22/4/2025;6/5/2025;13/5/2025;20/5/2025;";"2024-09-24 00:00:00.0";"2025-05-27 23:59:00.0";"14:45";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5210dae9a6da810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5ca89e2c9e5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán)";"1";"CALLE";"FRANCOS RODRIGUEZ";"67";"TETUAN";"BELLAS VISTAS";"28039";"439755";"4478779";"40.45749513485957";"-3.710539712535917";"/contenido/actividades/ClubesLectura";""
12514842;"Club de lectura en inglés 'Reading Club'";"";"1";"1";"M";"";"2024-10-08 00:00:00.0";"2025-04-29 23:59:00.0";"19:00";"Actividad participativa semanal de sesenta minutos que da la bienvenida a estudiantes adultos de inglés (o cualquier persona interesada) con un nivel B2 o superior para leer, analizar y comentar textos escritos por los autores anglosajones más influyentes y famosos del siglo XX. Se leerá, explicará y debatirá en inglés una breve narración escrita por un autor diferente (Ernest Hemingway, James Joyce, William Faulkner, etc.). Los textos seleccionados estarán a disposición de cada participante en la biblioteca virtual para que pueda acceder a ellos y familiarizarse con ellos antes del desarrollo de la actividad que se realizará a través de video conferencia.  Is a sixty minute weekly participatory activity which welcomes adult students of English (or anybody interested) with a B2 or upperlevel to read, analyze and comment on texts writtenby the most influencial, famous Anglo-Saxon authorsof the twentieth century. Every week a short narrative written by a different author will be read. explained and debated in English. Selected texts will be available to each participant in virtuallibrary so that they can have access and get familiarwith them prior to the development of the activity whichwill take place via video conference. Las sesiones de este taller se celebrarán, de manera virtual, los martes de 19 a 20 horas. Para participar, es necesario realizar inscripción previa a través de este enlace.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=663cb2481b1e1910VgnVCM2000001f4a900aRCRD";"Club de lectura en inglés 'Reading Club'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8717c32aae520910VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/ClubesLectura";""
